Time_S,Voltage_V,Current_A
299,3.855537176132202,-4.850152969360352
300,3.8554599285125732,-4.850146293640137
301,3.855145215988159,-4.850090980529785
302,3.8549845218658447,-4.8501386642456055
303,3.854635000228882,-4.85017204284668
304,3.8546645641326904,-4.850110054016113
305,3.85435152053833,-4.850172996520996
306,3.8543002605438232,-4.850131511688232
307,3.8539979457855225,-4.8501176834106445
308,3.853792667388916,-4.850157737731934
309,3.8536152839660645,-4.850116729736328
310,3.8535242080688477,-4.850119113922119
311,3.853236436843872,-4.850172996520996
312,3.8531076908111572,-4.850119113922119
313,3.852847099304199,-4.850123882293701
314,3.852738380432129,-4.850119113922119
315,3.852464437484741,-4.85015869140625
316,3.8523333072662354,-4.850090026855469
317,3.8521010875701904,-4.850114822387695
318,3.851937770843506,-4.850078582763672
319,3.8518333435058594,-4.8501081466674805
320,3.8516552448272705,-4.850154876708984
321,3.8513362407684326,-4.8501129150390625
322,3.851135492324829,-4.850152969360352
323,3.8508782386779785,-4.850194931030273
324,3.850860834121704,-4.850109100341797
325,3.850656509399414,-4.850139617919922
326,3.850294828414917,-4.850101470947266
327,3.850191593170166,-4.850172996520996
328,3.850006341934204,-4.85009765625
329,3.849808931350708,-4.850182056427002
330,3.8495161533355713,-4.850111961364746
331,3.8494935035705566,-4.8501200675964355
332,3.849276065826416,-4.850141525268555
333,3.84904408454895,-4.850153923034668
334,3.8488929271698,-4.8501386642456055
335,3.848656415939331,-4.850125789642334
336,3.8485851287841797,-4.850139617919922
337,3.8482000827789307,-4.850119113922119
338,3.848180055618286,-4.85014533996582
339,3.84804105758667,-4.85013484954834
340,3.847715139389038,-4.850139617919922
341,3.8475890159606934,-4.850144386291504
342,3.847395181655884,-4.850076675415039
343,3.847184896469116,-4.8500776290893555
344,3.8470492362976074,-4.850111961364746
345,3.8468422889709473,-4.850114822387695
346,3.8466224670410156,-4.850167274475098
347,3.8464598655700684,-4.85017204284668
348,3.84623122215271,-4.850109100341797
349,3.8461825847625732,-4.850163459777832
350,3.845810651779175,-4.850116729736328
351,3.845651388168335,-4.850155830383301
352,3.845435857772827,-4.850100517272949
353,3.8452889919281006,-4.8501296043396
354,3.84523606300354,-4.850154876708984
355,3.844911813735962,-4.850127696990967
356,3.8447232246398926,-4.850105285644531
357,3.8444554805755615,-4.85015869140625
358,3.8443188667297363,-4.850125789642334
359,3.8440146446228027,-4.8501129150390625
360,3.843881845474243,-4.850130558013916
361,3.8438963890075684,-4.8501296043396
362,4.004759788513184,0.0
363,4.008962631225586,0.0
364,4.012327671051025,0.0
365,4.014922142028809,0.0
366,4.017167568206787,0.0
367,4.019209384918213,0.0
368,4.020915508270264,0.0
369,4.022601127624512,0.0
370,4.024110794067383,0.0
371,4.02541971206665,0.0
372,4.026810646057129,0.0
373,4.027986526489258,0.0
374,4.0290985107421875,0.0
375,4.030250072479248,0.0
376,4.031221866607666,0.0
377,4.032166004180908,0.0
378,4.033082962036133,0.0
379,4.034019947052002,0.0
380,4.034872055053711,0.0
381,4.035640239715576,0.0
382,4.036527633666992,0.0
383,4.037233829498291,0.0
384,4.037837982177734,0.0
385,4.0386176109313965,0.0
386,4.039315223693848,0.0
387,4.039965629577637,0.0
388,4.040556907653809,0.0
389,4.041187763214111,0.0
390,4.041906833648682,0.0
391,4.042328834533691,0.0
392,4.043055057525635,0.0
393,4.043540000915527,0.0
394,4.044056415557861,0.0
395,4.04453706741333,0.0
396,4.0450568199157715,0.0
397,4.0455851554870605,0.0
398,4.0460920333862305,0.0
399,4.046514511108398,0.0
400,4.047006607055664,0.0
401,4.0474653244018555,0.0
402,4.047928810119629,0.0
403,4.048144340515137,0.0
404,4.048656940460205,0.0
405,4.049160480499268,0.0
406,4.049435138702393,0.0
407,4.049906253814697,0.0
408,4.050211429595947,0.0
409,4.050731182098389,0.0
410,4.0510406494140625,0.0
411,4.051390647888184,0.0
412,4.051705360412598,0.0
413,4.05210542678833,0.0
414,4.052505016326904,0.0
415,4.052620887756348,0.0
416,4.053126811981201,0.0
417,4.0533952713012695,0.0
418,4.053618431091309,0.0
419,4.054045677185059,0.0
420,4.054396629333496,0.0
421,4.054632186889648,0.0
422,4.0549163818359375,0.0
423,4.055302143096924,0.0
424,4.055540561676025,0.0
425,4.055821418762207,0.0
426,4.056201934814453,0.0
427,4.056319236755371,0.0
428,4.056641101837158,0.0
429,4.0569167137146,0.0
430,4.057236194610596,0.0
431,4.057572841644287,0.0
432,4.057840347290039,0.0
433,4.05806303024292,0.0
434,4.058297634124756,0.0
435,4.058584690093994,0.0
436,4.058998107910156,0.0
437,4.059137344360352,0.0
438,4.059381008148193,0.0
439,4.05952787399292,0.0
440,4.0599188804626465,0.0
441,4.060215950012207,0.0
442,4.060436248779297,0.0
443,4.060539245605469,0.0
444,4.0608391761779785,0.0
445,4.061023712158203,0.0
446,4.06127405166626,0.0
447,4.06156587600708,0.0
448,4.061791896820068,0.0
449,4.0619425773620605,0.0
450,4.0622639656066895,0.0
451,4.06247615814209,0.0
452,4.062746524810791,0.0
453,4.062973499298096,0.0
454,4.063247203826904,0.0
455,4.0634355545043945,0.0
456,4.063684463500977,0.0
457,4.063871383666992,0.0
458,4.064167499542236,0.0
459,4.064403057098389,0.0
460,4.0645623207092285,0.0
461,4.0648193359375,0.0
462,4.065074443817139,0.0
463,4.065275192260742,0.0
464,4.065357685089111,0.0
465,4.065814971923828,0.0
466,4.0657854080200195,0.0
467,4.066135406494141,0.0
468,4.066255569458008,0.0
469,4.066534519195557,0.0
470,4.066789150238037,0.0
471,4.066961288452148,0.0
472,4.06727933883667,0.0
473,4.067440509796143,0.0
474,4.067596912384033,0.0
475,4.067706108093262,0.0
476,4.068103313446045,0.0
477,4.068274021148682,0.0
478,4.068424224853516,0.0
479,4.06854772567749,0.0
480,4.068784236907959,0.0
481,4.0690412521362305,0.0
482,4.069271087646484,0.0
483,4.069370746612549,0.0
484,4.069484710693359,0.0
485,4.069860458374023,0.0
486,4.069947242736816,0.0
487,4.070120811462402,0.0
488,4.070277690887451,0.0
489,4.070556640625,0.0
490,4.070705890655518,0.0
491,4.070972919464111,0.0
492,4.07100248336792,0.0
493,4.071272850036621,0.0
494,4.071451663970947,0.0
495,4.0716023445129395,0.0
496,4.071688175201416,0.0
497,4.071918487548828,0.0
498,4.072137832641602,0.0
499,4.072368144989014,0.0
500,4.072432518005371,0.0
501,4.072603702545166,0.0
502,4.072768688201904,0.0
503,4.0728983879089355,0.0
504,4.073020935058594,0.0
505,4.0731987953186035,0.0
506,4.073305130004883,0.0
507,4.073399066925049,0.0
508,4.073607444763184,0.0
509,4.073751926422119,0.0
510,4.07399845123291,0.0
511,4.074112415313721,0.0
512,4.074306488037109,0.0
513,4.074356555938721,0.0
514,4.074449062347412,0.0
515,4.0746541023254395,0.0
516,4.074704647064209,0.0
517,4.074817657470703,0.0
518,4.0750250816345215,0.0
519,4.075135707855225,0.0
520,4.075328350067139,0.0
521,4.075357437133789,0.0
522,4.075459957122803,0.0
523,4.075618743896484,0.0
524,4.075719833374023,0.0
525,4.075843334197998,0.0
526,4.07595682144165,0.0
527,4.076140403747559,0.0
528,4.076435089111328,0.0
529,4.076298713684082,0.0
530,4.076582908630371,0.0
531,4.07651948928833,0.0
532,4.0767011642456055,0.0
533,4.076776027679443,0.0
534,4.076886177062988,0.0
535,4.076969623565674,0.0
536,4.0770583152771,0.0
537,4.077245235443115,0.0
538,4.077121734619141,0.0
539,4.077456474304199,0.0
540,4.077474594116211,0.0
541,4.077511310577393,0.0
542,4.07786226272583,0.0
543,4.077733039855957,0.0
544,4.077845096588135,0.0
545,4.077932834625244,0.0
546,4.078099727630615,0.0
547,4.0782084465026855,0.0
548,4.078186511993408,0.0
549,4.078334331512451,0.0
550,4.078388214111328,0.0
551,4.078438758850098,0.0
552,4.078481197357178,0.0
553,4.078681945800781,0.0
554,4.078621864318848,0.0
555,4.078661918640137,0.0
556,4.078851699829102,0.0
557,4.078982830047607,0.0
558,4.078911781311035,0.0
559,4.079113006591797,0.0
560,4.078986167907715,0.0
561,4.079122066497803,0.0
562,4.079233169555664,0.0
563,4.0792999267578125,0.0
564,4.079490661621094,0.0
565,4.079240322113037,0.0
566,4.079465389251709,0.0
567,4.079504489898682,0.0
568,4.079757213592529,0.0
569,4.079742431640625,0.0
570,4.079872131347656,0.0
571,4.079843521118164,0.0
572,4.079920768737793,0.0
573,4.079954624176025,0.0
574,4.080043315887451,0.0
575,4.080042362213135,0.0
576,4.080075263977051,0.0
577,4.08017110824585,0.0
578,4.080237865447998,0.0
579,4.080303192138672,0.0
580,4.0802903175354,0.0
581,4.080399036407471,0.0
582,4.08035945892334,0.0
583,4.080409049987793,0.0
584,4.080562114715576,0.0
585,4.080535411834717,0.0
586,4.080700397491455,0.0
587,4.0806803703308105,0.0
588,4.080709934234619,0.0
589,4.080820560455322,0.0
590,4.080845832824707,0.0
591,4.080959320068359,0.0
592,4.080855369567871,0.0
593,4.080955982208252,0.0
594,4.080976963043213,0.0
595,4.0810394287109375,0.0
596,4.081114292144775,0.0
597,4.081140995025635,0.0
598,4.081342697143555,0.0
599,4.081262588500977,0.0
600,4.081241130828857,0.0
601,4.081274032592773,0.0
602,4.081278324127197,0.0
603,4.081512451171875,0.0
604,4.081470489501953,0.0
605,4.0814008712768555,0.0
606,4.081541061401367,0.0
607,4.081593990325928,0.0
608,4.081632137298584,0.0
609,4.081554889678955,0.0
610,4.081651210784912,0.0
611,4.081606864929199,0.0
612,4.081719875335693,0.0
613,4.081755638122559,0.0
614,4.08192253112793,0.0
615,4.081860065460205,0.0
616,4.081855773925781,0.0
617,4.08186674118042,0.0
618,4.081822395324707,0.0
619,4.081919193267822,0.0
620,4.081993103027344,0.0
621,4.082059860229492,0.0
622,4.082039833068848,0.0
623,4.082093715667725,0.0
624,4.08217716217041,0.0
625,4.082147598266602,0.0
626,4.082156181335449,0.0
627,4.082240581512451,0.0
628,4.08223295211792,0.0
629,4.082273006439209,0.0
630,4.082458972930908,0.0
631,4.082302570343018,0.0
632,4.082321643829346,0.0
633,4.0823493003845215,0.0
634,4.082326889038086,0.0
635,4.082489490509033,0.0
636,4.082544803619385,0.0
637,4.08253288269043,0.0
638,4.082481384277344,0.0
639,4.0825605392456055,0.0
640,4.082529067993164,0.0
641,4.082572937011719,0.0
642,4.082736015319824,0.0
643,4.082431793212891,0.0
644,4.082650184631348,0.0
645,4.082718849182129,0.0
646,4.082671642303467,0.0
647,4.082749366760254,0.0
648,4.082788467407227,0.0
649,4.082849979400635,0.0
650,4.0827317237854,0.0
651,4.082931041717529,0.0
652,4.0829362869262695,0.0
653,4.082839488983154,0.0
654,4.08284330368042,0.0
655,4.0828752517700195,0.0
656,4.082887649536133,0.0
657,4.0829362869262695,0.0
658,4.082907199859619,0.0
659,4.083067417144775,0.0
660,4.083103656768799,0.0
661,4.083064556121826,0.0
662,4.082993507385254,0.0
663,4.083204746246338,0.0
664,4.083225727081299,0.0
665,4.083088397979736,0.0
666,4.083208084106445,0.0
667,4.083080291748047,0.0
668,4.083237648010254,0.0
669,4.083117961883545,0.0
670,4.083223819732666,0.0
671,4.083257675170898,0.0
672,4.0833539962768555,0.0
673,4.0833635330200195,0.0
674,4.083322048187256,0.0
675,4.083322048187256,0.0
676,4.083352565765381,0.0
677,4.083350658416748,0.0
678,4.083255290985107,0.0
679,4.083419322967529,0.0
680,4.08339262008667,0.0
681,4.08343505859375,0.0
682,4.083503723144531,0.0
683,4.08338737487793,0.0
684,4.083621025085449,0.0
685,4.08363676071167,0.0
686,4.083616733551025,0.0
687,4.083496570587158,0.0
688,4.08353328704834,0.0
689,4.083549976348877,0.0
690,4.0836029052734375,0.0
691,4.0835957527160645,0.0
692,4.083651542663574,0.0
693,4.083697319030762,0.0
694,4.0836663246154785,0.0
695,4.083606243133545,0.0
696,4.083708763122559,0.0
697,4.083763599395752,0.0
698,4.083871364593506,0.0
699,4.083815097808838,0.0
700,4.083723545074463,0.0
701,4.083686351776123,0.0
702,4.083904266357422,0.0
703,4.083806037902832,0.0
704,4.083905220031738,0.0
705,4.083863735198975,0.0
706,4.083842754364014,0.0
707,4.083920955657959,0.0
708,4.083944320678711,0.0
709,4.084031105041504,0.0
710,4.083913803100586,0.0
711,4.083919048309326,0.0
712,4.0839009284973145,0.0
713,4.0839738845825195,0.0
714,4.083912372589111,0.0
715,4.083981037139893,0.0
716,4.083987236022949,0.0
717,4.084011554718018,0.0
718,4.084006309509277,0.0
719,4.084103584289551,0.0
720,4.084319114685059,0.0
721,4.084167957305908,0.0
722,4.083998203277588,0.0
723,4.08422327041626,0.0
724,4.084049701690674,0.0
725,4.084188461303711,0.0
726,4.0843119621276855,0.0
727,4.0841965675354,0.0
728,4.084392070770264,0.0
729,4.084217548370361,0.0
730,4.084203243255615,0.0
731,4.0842390060424805,0.0
732,4.084207057952881,0.0
733,4.084164142608643,0.0
734,4.084232807159424,0.0
735,4.084221839904785,0.0
736,4.084338188171387,0.0
737,4.084221839904785,0.0
738,4.084238052368164,0.0
739,4.084270477294922,0.0
740,4.084353923797607,0.0
741,4.084308624267578,0.0
742,4.084417343139648,0.0
743,4.08432149887085,0.0
744,4.08439826965332,0.0
745,4.084329605102539,0.0
746,4.08438777923584,0.0
747,4.084389686584473,0.0
748,4.084437370300293,0.0
749,4.084469318389893,0.0
750,4.084352016448975,0.0
751,4.084296226501465,0.0
752,4.084517002105713,0.0
753,4.0844831466674805,0.0
754,4.084448337554932,0.0
755,4.0845112800598145,0.0
756,4.084550380706787,0.0
757,4.084421634674072,0.0
758,4.084380626678467,0.0
759,4.084532737731934,0.0
760,4.084458827972412,0.0
761,4.084590435028076,0.0
762,4.084661483764648,0.0
763,4.0844573974609375,0.0
764,4.084529399871826,0.0
765,4.0847039222717285,0.0
766,4.084662437438965,0.0
767,4.084540843963623,0.0
768,4.084648609161377,0.0
769,4.084659576416016,0.0
770,4.084610462188721,0.0
771,4.084591865539551,0.0
772,4.084676265716553,0.0
773,4.084688663482666,0.0
774,4.084812641143799,0.0
775,4.0845842361450195,0.0
776,4.084707736968994,0.0
777,4.084705829620361,0.0
778,4.084759712219238,0.0
779,4.0847554206848145,0.0
780,4.084721565246582,0.0
781,4.0848493576049805,0.0
782,4.084756374359131,0.0
783,4.084720611572266,0.0
784,4.084736347198486,0.0
785,4.084867477416992,0.0
786,4.08474588394165,0.0
787,4.084665775299072,0.0
788,4.08480167388916,0.0
789,4.084847450256348,0.0
790,4.084865093231201,0.0
791,4.084863185882568,0.0
792,4.08489990234375,0.0
793,4.08499813079834,0.0
794,4.0849456787109375,0.0
795,4.084865570068359,0.0
796,4.08487606048584,0.0
797,4.084893703460693,0.0
798,4.084832668304443,0.0
799,4.0848708152771,0.0
800,4.084975242614746,0.0
801,4.084877967834473,0.0
802,4.084983825683594,0.0
803,4.084985733032227,0.0
804,4.084859848022461,0.0
805,4.084917068481445,0.0
806,4.084929943084717,0.0
807,4.085023880004883,0.0
808,4.0850396156311035,0.0
809,4.085170745849609,0.0
810,4.085024833679199,0.0
811,4.084926605224609,0.0
812,4.0849833488464355,0.0
813,4.084997177124023,0.0
814,4.085078716278076,0.0
815,4.084949016571045,0.0
816,4.085052013397217,0.0
817,4.085078716278076,0.0
818,4.085078716278076,0.0
819,4.085052013397217,0.0
820,4.085066795349121,0.0
821,4.085216045379639,0.0
822,4.084939479827881,0.0
823,4.08497953414917,0.0
824,4.085107326507568,0.0
825,4.085112571716309,0.0
826,4.08507776260376,0.0
827,4.084993362426758,0.0
828,4.085150718688965,0.0
829,4.0851240158081055,0.0
830,4.085142135620117,0.0
831,4.085097789764404,0.0
832,4.085224628448486,0.0
833,4.085228443145752,0.0
834,4.085161209106445,0.0
835,4.085208415985107,0.0
836,4.085278511047363,0.0
837,4.085363864898682,0.0
838,4.085300445556641,0.0
839,4.085213661193848,0.0
840,4.0853447914123535,0.0
841,4.085292816162109,0.0
842,4.085231781005859,0.0
843,4.085175037384033,0.0
844,4.0852813720703125,0.0
845,4.085205554962158,0.0
846,4.085323810577393,0.0
847,4.085263252258301,0.0
848,4.085288047790527,0.0
849,4.085121154785156,0.0
850,4.085330009460449,0.0
851,4.085333347320557,0.0
852,4.085204601287842,0.0
853,4.085291862487793,0.0
854,4.085157871246338,0.0
855,4.085192680358887,0.0
856,4.085405349731445,0.0
857,4.08534049987793,0.0
858,4.08542013168335,0.0
859,4.085381031036377,0.0
860,4.085484504699707,0.0
861,4.085483074188232,0.0
862,4.085328102111816,0.0
863,4.0854082107543945,0.0
864,4.085321426391602,0.0
865,4.085378646850586,0.0
866,4.085348129272461,0.0
867,4.085297584533691,0.0
868,4.085405349731445,0.0
869,4.085474491119385,0.0
870,4.085453510284424,0.0
871,4.085357666015625,0.0
872,4.085484027862549,0.0
873,4.085504531860352,0.0
874,4.085465431213379,0.0
875,4.0855021476745605,0.0
876,4.0853753089904785,0.0
877,4.085427284240723,0.0
878,4.085508346557617,0.0
879,4.085445404052734,0.0
880,4.085331916809082,0.0
881,4.085544586181641,0.0
882,4.08548641204834,0.0
883,4.085582256317139,0.0
884,4.085445404052734,0.0
885,4.085587978363037,0.0
886,4.085653305053711,0.0
887,4.085598468780518,0.0
888,4.085511684417725,0.0
889,4.085611820220947,0.0
890,4.085639476776123,0.0
891,4.0856828689575195,0.0
892,4.085468292236328,0.0
893,4.085655212402344,0.0
894,4.085543632507324,0.0
895,4.085428237915039,0.0
896,4.085549831390381,0.0
897,4.085599422454834,0.0
898,4.085451602935791,0.0
899,4.085601329803467,0.0
900,4.085593223571777,0.0
901,4.085526466369629,0.0
902,4.085625648498535,0.0
903,4.08564567565918,0.0
904,4.085597515106201,0.0
905,4.085649013519287,0.0
906,4.085625648498535,0.0
907,4.085639476776123,0.0
908,4.08568811416626,0.0
909,4.085708141326904,0.0
910,4.08564567565918,0.0
911,4.085702896118164,0.0
912,4.085638523101807,0.0
913,4.085578441619873,0.0
914,4.085689067840576,0.0
915,4.085559368133545,0.0
916,4.085702896118164,0.0
917,4.085699558258057,0.0
918,4.085716724395752,0.0
919,4.085754871368408,0.0
920,4.08555793762207,0.0
921,4.085578441619873,0.0
922,4.0857062339782715,0.0
923,4.085718631744385,0.0
924,4.085810661315918,0.0
925,4.085750579833984,0.0
926,4.085768699645996,0.0
927,4.0857038497924805,0.0
928,4.08569860458374,0.0
929,4.08574104309082,0.0
930,4.085689067840576,0.0
931,4.085831642150879,0.0
932,4.085754871368408,0.0
933,4.085718631744385,0.0
934,4.085728168487549,0.0
935,4.085712432861328,0.0
936,4.085820198059082,0.0
937,4.085812568664551,0.0
938,4.085783004760742,0.0
939,4.085812568664551,0.0
940,4.0857834815979,0.0
941,4.0857834815979,0.0
942,4.085865497589111,0.0
943,4.08583927154541,0.0
944,4.085773944854736,0.0
945,4.085803508758545,0.0
946,4.085930824279785,0.0
947,4.085960865020752,0.0
948,4.085999488830566,0.0
949,4.085843563079834,0.0
950,4.085773944854736,0.0
951,4.08578634262085,0.0
952,4.085803031921387,0.0
953,4.0859904289245605,0.0
954,4.085935592651367,0.0
955,4.085832595825195,0.0
956,4.085912227630615,0.0
957,4.085841178894043,0.0
958,4.085851669311523,0.0
959,4.085843563079834,0.0
960,4.085779190063477,0.0
961,4.085808277130127,0.0
962,4.086056709289551,0.0
963,4.085856914520264,0.0
964,4.0859150886535645,0.0
965,4.0859375,0.0
966,4.085868835449219,0.0
967,4.086014747619629,0.0
968,4.085910797119141,0.0
969,4.08588171005249,0.0
970,4.085931301116943,0.0
971,4.085911273956299,0.0
972,4.086033344268799,0.0
973,4.085955619812012,0.0
974,4.086001873016357,0.0
975,4.085951328277588,0.0
976,4.085870742797852,0.0
977,4.0859551429748535,0.0
978,4.085814952850342,0.0
979,4.085920333862305,0.0
980,4.086070537567139,0.0
981,4.086060047149658,0.0
982,4.0859904289245605,0.0
983,4.08597993850708,0.0
984,4.085961818695068,0.0
985,4.0860915184021,0.0
986,4.086010456085205,0.0
987,4.085968971252441,0.0
988,4.0860748291015625,0.0
989,4.086057662963867,0.0
990,4.086188793182373,0.0
991,4.086023807525635,0.0
992,4.0860981941223145,0.0
993,4.086069583892822,0.0
994,4.086087226867676,0.0
995,4.086008071899414,0.0
996,4.086048126220703,0.0
997,4.086060047149658,0.0
998,4.08599328994751,0.0
999,4.0861124992370605,0.0
1000,4.086151599884033,0.0
1001,4.086112976074219,0.0
1002,4.086101055145264,0.0
1003,4.086180210113525,0.0
1004,4.0860724449157715,0.0
1005,4.086073875427246,0.0
1006,4.086126327514648,0.0
1007,4.086112976074219,0.0
1008,4.086038589477539,0.0
1009,4.086118221282959,0.0
1010,4.086205959320068,0.0
1011,4.086148738861084,0.0
1012,4.086196422576904,0.0
1013,4.086002826690674,0.0
1014,4.086024284362793,0.0
1015,4.0861124992370605,0.0
1016,4.086093902587891,0.0
1017,4.086143493652344,0.0
1018,4.086040019989014,0.0
1019,4.086093902587891,0.0
1020,4.086108684539795,0.0
1021,4.086056709289551,0.0
1022,4.086182594299316,0.0
1023,4.086160182952881,0.0
1024,4.086169719696045,0.0
1025,4.086090564727783,0.0
1026,4.086124420166016,0.0
1027,4.086014270782471,0.0
1028,4.086305141448975,0.0
1029,4.086061954498291,0.0
1030,4.086234092712402,0.0
1031,4.086103439331055,0.0
1032,4.08624792098999,0.0
1033,4.086218357086182,0.0
1034,4.086198329925537,0.0
1035,4.086219310760498,0.0
1036,4.086124420166016,0.0
1037,4.086073875427246,0.0
1038,4.086162567138672,0.0
1039,4.086103439331055,0.0
1040,4.0863261222839355,0.0
1041,4.086200714111328,0.0
1042,4.086294651031494,0.0
1043,4.086272239685059,0.0
1044,4.086094856262207,0.0
1045,4.086358070373535,0.0
1046,4.08623743057251,0.0
1047,4.086217403411865,0.0
1048,4.08613395690918,0.0
1049,4.086099147796631,0.0
1050,4.086143493652344,0.0
1051,4.086348533630371,0.0
1052,4.086252212524414,0.0
1053,4.0862226486206055,0.0
1054,4.086245059967041,0.0
1055,4.086241722106934,0.0
1056,4.0862932205200195,0.0
1057,4.086319923400879,0.0
1058,4.086256504058838,0.0
1059,4.086289405822754,0.0
1060,4.086269378662109,0.0
1061,4.086398124694824,0.0
1062,4.086219310760498,0.0
1063,4.086212158203125,0.0
1064,4.086220741271973,0.0
1065,4.08624267578125,0.0
1066,4.086228847503662,0.0
1067,4.086243629455566,0.0
1068,4.086268901824951,0.0
1069,4.086275577545166,0.0
1070,4.086153984069824,0.0
1071,4.086266040802002,0.0
1072,4.086323261260986,0.0
1073,4.086371421813965,0.0
1074,4.0863165855407715,0.0
1075,4.086276531219482,0.0
1076,4.086309432983398,0.0
1077,4.086273193359375,0.0
1078,4.086300849914551,0.0
1079,4.086315631866455,0.0
1080,4.086368560791016,0.0
1081,4.086257457733154,0.0
1082,4.086214065551758,0.0
1083,4.086380958557129,0.0
1084,4.086291313171387,0.0
1085,4.086282730102539,0.0
1086,4.086312294006348,0.0
1087,4.086355686187744,0.0
1088,4.086287975311279,0.0
1089,4.086416721343994,0.0
1090,4.086415767669678,0.0
1091,4.086301803588867,0.0
1092,4.08629035949707,0.0
1093,4.08634090423584,0.0
1094,4.0863938331604,0.0
1095,4.086297512054443,0.0
1096,4.086258411407471,0.0
1097,4.086521625518799,0.0
1098,4.086406707763672,0.0
1099,4.0864410400390625,0.0
1100,4.086405277252197,0.0
1101,4.086400032043457,0.0
1102,4.086367607116699,0.0
1103,4.086359977722168,0.0
1104,4.086325168609619,0.0
1105,4.086370468139648,0.0
1106,4.0864362716674805,0.0
1107,4.086430549621582,0.0
1108,4.086446762084961,0.0
1109,4.086350440979004,0.0
1110,4.08624792098999,0.0
1111,4.086477279663086,0.0
1112,4.086398124694824,0.0
1113,4.086380958557129,0.0
1114,4.08644962310791,0.0
1115,4.086427688598633,0.0
1116,4.086478233337402,0.0
1117,4.086493015289307,0.0
1118,4.086355686187744,0.0
1119,4.086426258087158,0.0
1120,4.086406707763672,0.0
1121,4.086272239685059,0.0
1122,4.086395740509033,0.0
1123,4.0864644050598145,0.0
1124,4.086558818817139,0.0
1125,4.086465835571289,0.0
1126,4.0864338874816895,0.0
1127,4.086376667022705,0.0
1128,4.086447715759277,0.0
1129,4.086446285247803,0.0
1130,4.0864410400390625,0.0
1131,4.086455821990967,0.0
1132,4.086451053619385,0.0
1133,4.086399078369141,0.0
1134,4.086508750915527,0.0
1135,4.086479187011719,0.0
1136,4.08638334274292,0.0
1137,4.086445331573486,0.0
1138,4.086467742919922,0.0
1139,4.086550235748291,0.0
1140,4.086427688598633,0.0
1141,4.086555480957031,0.0
1142,4.086629390716553,0.0
1143,4.08643913269043,0.0
1144,4.0866618156433105,0.0
1145,4.086518287658691,0.0
1146,4.086519241333008,0.0
1147,4.08649206161499,0.0
1148,4.086551189422607,0.0
1149,4.086581707000732,0.0
1150,4.086536407470703,0.0
1151,4.086411952972412,0.0
1152,4.086434841156006,0.0
1153,4.086461067199707,0.0
1154,4.086524486541748,0.0
1155,4.086531162261963,0.0
1156,4.086548805236816,0.0
1157,4.086532115936279,0.0
1158,4.086641788482666,0.0
1159,4.0863938331604,0.0
1160,4.086669445037842,0.0
1161,4.086605072021484,0.0
1162,4.086538314819336,0.0
1163,4.08655309677124,0.0
1164,4.08648157119751,0.0
1165,4.08658504486084,0.0
1166,4.086489677429199,0.0
1167,4.086669445037842,0.0
1168,4.086541652679443,0.0
1169,4.086628437042236,0.0
1170,4.086511135101318,0.0
1171,4.086578845977783,0.0
1172,4.086563587188721,0.0
1173,4.0865983963012695,0.0
1174,4.086523532867432,0.0
1175,4.086558818817139,0.0
1176,4.086548805236816,0.0
1177,4.0865478515625,0.0
1178,4.086636543273926,0.0
1179,4.08653450012207,0.0
1180,4.086690425872803,0.0
1181,4.086564064025879,0.0
1182,4.0865702629089355,0.0
1183,4.086491107940674,0.0
1184,4.086503505706787,0.0
1185,4.086667537689209,0.0
1186,4.086625099182129,0.0
1187,4.0865678787231445,0.0
1188,4.086622714996338,0.0
1189,4.0865912437438965,0.0
1190,4.08669376373291,0.0
1191,4.086585998535156,0.0
1192,4.086642265319824,0.0
1193,4.086605072021484,0.0
1194,4.086489677429199,0.0
1195,4.086647033691406,0.0
1196,4.086544990539551,0.0
1197,4.086684226989746,0.0
1198,4.086652755737305,0.0
1199,4.0866522789001465,0.0
1200,4.086697101593018,0.0
1201,4.086593151092529,0.0
1202,4.0865983963012695,0.0
1203,4.0865702629089355,0.0
1204,4.08664608001709,0.0
1205,4.0866241455078125,0.0
1206,4.086577415466309,0.0
1207,4.086793899536133,0.0
1208,4.086770057678223,0.0
1209,4.086696624755859,0.0
1210,4.086701393127441,0.0
1211,4.086652755737305,0.0
1212,4.086731910705566,0.0
1213,4.086588382720947,0.0
1214,4.086728572845459,0.0
1215,4.086618900299072,0.0
1216,4.086681842803955,0.0
1217,4.086568832397461,0.0
1218,4.086525917053223,0.0
1219,4.0866475105285645,0.0
1220,4.086676597595215,0.0
1221,4.086698055267334,0.0
1222,4.0867156982421875,0.0
1223,4.086745738983154,0.0
1224,4.086599826812744,0.0
1225,4.086635589599609,0.0
1226,4.086655616760254,0.0
1227,4.0866570472717285,0.0
1228,4.086662292480469,0.0
1229,4.086695671081543,0.0
1230,4.086745738983154,0.0
1231,4.086526870727539,0.0
1232,4.086713790893555,0.0
1233,4.0868024826049805,0.0
1234,4.0867486000061035,0.0
1235,4.086766719818115,0.0
1236,4.0867600440979,0.0
1237,4.086727619171143,0.0
1238,4.086726665496826,0.0
1239,4.086745738983154,0.0
1240,4.086644172668457,0.0
1241,4.086703300476074,0.0
1242,4.086766719818115,0.0
1243,4.086796283721924,0.0
1244,4.086723327636719,0.0
1245,4.086721420288086,0.0
1246,4.0868449211120605,0.0
1247,4.086765766143799,0.0
